nomor,word,frekuensi,ln
1906,happy,16,-7.3571059194768536
1907,masuk,46,-6.340171661823011
1908,ayam,17,-7.299947505636905
1909,sakit,45,-6.361677867043975
1910,mati,9,-7.887734170539025
1911,kuliah,12,-7.625369906071533
1912,produk,7,-8.110877721853234
1913,keluar,21,-7.0992768101747545
1914,trus,45,-6.361677867043975
1915,panda,43,-6.406129629614809
1916,gotik,32,-6.69381170206659
1917,upload,27,-6.858114753357866
1918,sumpah,87,-5.712982449054864
1919,from,4,-8.58088135109897
1920,qna,7,-8.110877721853234
1921,jam,27,-6.858114753357866
1922,kocak,76,-5.8465138416793865
1923,cream,12,-7.625369906071533
1924,kelas,18,-7.2458802843666295
1925,ngerti,13,-7.551261933917812
1926,penting,11,-7.70541261374507
1927,indonesia,192,-4.927629074628184
1928,indomie,21,-7.0992768101747545
1929,kulit,18,-7.2458802843666295
1930,salfok,17,-7.299947505636905
1931,ngakak,261,-4.621974759771973
1932,kesana,43,-6.406129629614809
1933,slalu,19,-7.194586989979079
1934,enjoy,6,-8.244409114477756
1935,lengkap,15,-7.417730541293289
1936,tinggi,17,-7.299947505636905
1937,seruu,4,-8.58088135109897
1938,pacar,57,-6.129876252986651
1939,tkut,6,-8.244409114477756
1940,share,6,-8.244409114477756
1941,sukses,111,-5.471820392237976
1942,doa,39,-6.501439809419134
1943,amerika,13,-7.551261933917812
1944,mobil,20,-7.145796825809647
1945,thanks,12,-7.625369906071533
1946,tambah,30,-6.756332059047923
1947,vlog,161,-5.102722928300686
1948,gmna,9,-7.887734170539025
1949,aamiin,7,-8.110877721853234
1950,cara,69,-5.941824021483711
1951,ganteng,98,-5.59519941339848
1952,baru,149,-5.179683969436814
1953,cantik,314,-4.437746624707437
1954,thx,6,-8.244409114477756
1955,gimana,68,-5.956212758935811
1956,malaysia,18,-7.2458802843666295
1957,rambut,52,-6.220027349980948
1958,keren,145,-5.206712641824733
1959,sampe,61,-6.063184878487979
1960,bawang,6,-8.244409114477756
1961,lucu,404,-4.186432196426531
1962,bareng,82,-5.771478655736472
1963,kacamata,13,-7.551261933917812
1964,obat,32,-6.69381170206659
1965,biaya,9,-7.887734170539025
1966,jerawat,54,-6.182986078300599
1967,alhamdulillah,11,-7.70541261374507
1968,gede,27,-6.858114753357866
1969,cobaa,3,-8.804024902413179
